,detid,LZANR,NAME,DET_IND,DET_NAM,dtctr_t,dtctr_l,geometry,lon,lat
1759,10262007,262.0,Lerchenauer-/ Moosacher Str.,7.0,D31,LZA-Detektor,,11.552338 48.18613,11.552338,48.18613
1760,10262008,262.0,Lerchenauer-/ Moosacher Str.,8.0,D32,LZA-Detektor,,11.552506 48.186123,11.552506,48.186123
1761,10262009,262.0,Lerchenauer-/ Moosacher Str.,9.0,D33,LZA-Detektor,,11.552428 48.18609,11.552428,48.18609
1762,10262010,262.0,Lerchenauer-/ Moosacher Str.,10.0,D41,LZA-Detektor,,11.552125 48.18555,11.552125,48.18555
1763,10262011,262.0,Lerchenauer-/ Moosacher Str.,11.0,D42,LZA-Detektor,,11.552098 48.185528,11.552098,48.185528
1764,10262012,262.0,Lerchenauer-/ Moosacher Str.,12.0,D43,LZA-Detektor,,11.551966 48.185642,11.551966,48.185642
1765,10262013,262.0,Lerchenauer-/ Moosacher Str.,13.0,D51,LZA-Detektor,,11.551083 48.186005,11.551083,48.186005
1766,10262014,262.0,Lerchenauer-/ Moosacher Str.,14.0,D52,LZA-Detektor,,11.551084 48.18603,11.551084,48.18603
1767,10262015,262.0,Lerchenauer-/ Moosacher Str.,15.0,D53,LZA-Detektor,,11.550539 48.186043,11.550539,48.186043
1768,10262016,262.0,Lerchenauer-/ Moosacher Str.,16.0,D71,LZA-Detektor,,11.552281 48.186054,11.552281,48.186054
1769,10268001,268.0,Herzog-/ Schleißheimer Str.,1.0,D11,LZA-Detektor,,11.56417 48.163041,11.56417,48.163041
1770,10268002,268.0,Herzog-/ Schleißheimer Str.,2.0,D12,LZA-Detektor,,11.56412 48.163048,11.56412,48.163048
1771,10268004,268.0,Herzog-/ Schleißheimer Str.,4.0,D21,LZA-Detektor,,11.563782 48.163517,11.563782,48.163517
1772,10268005,268.0,Herzog-/ Schleißheimer Str.,5.0,D31,LZA-Detektor,,11.564234 48.16388,11.564234,48.16388
1773,10268008,268.0,Herzog-/ Schleißheimer Str.,8.0,D41,LZA-Detektor,,11.564618 48.163452,11.564618,48.163452
1774,10270001,270.0,Lerchenauer-/ Birnauerstr.,1.0,D11,LZA-Detektor,,11.560779 48.173769,11.560779,48.173769
1775,10270002,270.0,Lerchenauer-/ Birnauerstr.,2.0,D21,LZA-Detektor,,11.559872 48.174582,11.559872,48.174582
1776,10270004,270.0,Lerchenauer-/ Birnauerstr.,4.0,D31,LZA-Detektor,,11.560369 48.174257,11.560369,48.174257
1777,10274001,274.0,Elisabeth-/ Schwere-Reiter-Str.,1.0,D11,LZA-Detektor,,11.557829 48.161285,11.557829,48.161285
1778,10274002,274.0,Elisabeth-/ Schwere-Reiter-Str.,2.0,D12,LZA-Detektor,,11.557623 48.161321,11.557623,48.161321
1779,10274003,274.0,Elisabeth-/ Schwere-Reiter-Str.,3.0,D13,LZA-Detektor,,11.557628 48.161353,11.557628,48.161353
1780,10274005,274.0,Elisabeth-/ Schwere-Reiter-Str.,5.0,D31,LZA-Detektor,,11.558839 48.161467,11.558839,48.161467
1781,10274006,274.0,Elisabeth-/ Schwere-Reiter-Str.,6.0,D32,LZA-Detektor,,11.558831 48.161429,11.558831,48.161429
1782,10274009,274.0,Elisabeth-/ Schwere-Reiter-Str.,9.0,D42,LZA-Detektor,,11.558553 48.16103,11.558553,48.16103
1783,10275001,275.0,Ackermann-/ Schwere-Reiter-Str.,1.0,D11,LZA-Detektor,,11.552418 48.161324,11.552418,48.161324
1784,10275002,275.0,Ackermann-/ Schwere-Reiter-Str.,2.0,D12,LZA-Detektor,,11.552419 48.16135,11.552419,48.16135
1785,10275003,275.0,Ackermann-/ Schwere-Reiter-Str.,3.0,D21,LZA-Detektor,,11.55255 48.161377,11.55255,48.161377
1786,10275004,275.0,Ackermann-/ Schwere-Reiter-Str.,4.0,D22,LZA-Detektor,,11.55255 48.161404,11.55255,48.161404
1787,10275005,275.0,Ackermann-/ Schwere-Reiter-Str.,5.0,D31,LZA-Detektor,,11.552785 48.16185,11.552785,48.16185
1788,10275006,275.0,Ackermann-/ Schwere-Reiter-Str.,6.0,D32,LZA-Detektor,,11.552824 48.16185,11.552824,48.16185
1789,10275007,275.0,Ackermann-/ Schwere-Reiter-Str.,7.0,D41,LZA-Detektor,,11.552868 48.161987,11.552868,48.161987
1790,10275008,275.0,Ackermann-/ Schwere-Reiter-Str.,8.0,D42,LZA-Detektor,,11.552908 48.161865,11.552908,48.161865
1791,10275009,275.0,Ackermann-/ Schwere-Reiter-Str.,9.0,D51,LZA-Detektor,,11.553745 48.161556,11.553745,48.161556
1792,10275010,275.0,Ackermann-/ Schwere-Reiter-Str.,10.0,D52,LZA-Detektor,,11.553744 48.16153,11.553744,48.16153
1793,10275011,275.0,Ackermann-/ Schwere-Reiter-Str.,11.0,D61,LZA-Detektor,,11.553568 48.161507,11.553568,48.161507
1794,10275012,275.0,Ackermann-/ Schwere-Reiter-Str.,12.0,D71,LZA-Detektor,,11.553397 48.161057,11.553397,48.161057
1795,10275029,275.0,Ackermann-/ Schwere-Reiter-Str.,29.0,D331,LZA-Detektor,,11.553461 48.16146,11.553461,48.16146
1796,10276001,276.0,Albrecht-/ Leonrodstr.,1.0,D11,LZA-Detektor,,11.539457 48.155157,11.539457,48.155157
1797,10276002,276.0,Albrecht-/ Leonrodstr.,2.0,D12,LZA-Detektor,,11.539426 48.155171,11.539426,48.155171
1798,10276003,276.0,Albrecht-/ Leonrodstr.,3.0,D13,LZA-Detektor,,11.539802 48.15538,11.539802,48.15538
1799,10276004,276.0,Albrecht-/ Leonrodstr.,4.0,D21,LZA-Detektor,,11.539526 48.155594,11.539526,48.155594
1800,10276005,276.0,Albrecht-/ Leonrodstr.,5.0,D31,LZA-Detektor,,11.540397 48.155752,11.540397,48.155752
1801,10276007,276.0,Albrecht-/ Leonrodstr.,7.0,D33,LZA-Detektor,,11.53992 48.155427,11.53992,48.155427
1802,10276008,276.0,Albrecht-/ Leonrodstr.,8.0,D41,LZA-Detektor,,11.540157 48.155164,11.540157,48.155164
1803,10276018,276.0,Albrecht-/ Leonrodstr.,18.0,D22R,LZA-Detektor,,11.539582 48.155539,11.539582,48.155539
1804,10276020,276.0,Albrecht-/ Leonrodstr.,20.0,D51,LZA-Detektor,,11.54022 48.155638,11.54022,48.155638
1805,10276021,276.0,Albrecht-/ Leonrodstr.,21.0,D52,LZA-Detektor,,11.54008 48.155564,11.54008,48.155564
1806,10277001,277.0,Am Oberwiesenfeld / Moosacher Str.,1.0,D11,LZA-Detektor,,11.546662 48.186251,11.546662,48.186251
1807,10277002,277.0,Am Oberwiesenfeld / Moosacher Str.,2.0,D12,LZA-Detektor,,11.546865 48.18622,11.546865,48.18622
1808,10277003,277.0,Am Oberwiesenfeld / Moosacher Str.,3.0,D13,LZA-Detektor,,11.546864 48.186194,11.546864,48.186194
1809,10277004,277.0,Am Oberwiesenfeld / Moosacher Str.,4.0,D21,LZA-Detektor,,11.546062 48.185982,11.546062,48.185982
1810,10277005,277.0,Am Oberwiesenfeld / Moosacher Str.,5.0,D31,LZA-Detektor,,11.545611 48.186098,11.545611,48.186098
1811,10277006,277.0,Am Oberwiesenfeld / Moosacher Str.,6.0,D32,LZA-Detektor,,11.545413 48.186132,11.545413,48.186132
1812,10277007,277.0,Am Oberwiesenfeld / Moosacher Str.,7.0,D33,LZA-Detektor,,11.545411 48.18616,11.545411,48.18616
1813,10277008,277.0,Am Oberwiesenfeld / Moosacher Str.,8.0,D34,LZA-Detektor,,11.545867 48.186175,11.545867,48.186175
1814,10277009,277.0,Am Oberwiesenfeld / Moosacher Str.,9.0,D35,LZA-Detektor,,11.5451 48.186195,11.5451,48.186195
1815,10277010,277.0,Am Oberwiesenfeld / Moosacher Str.,10.0,D51,LZA-Detektor,,11.546074 48.186401,11.546074,48.186401
1816,10277011,277.0,Am Oberwiesenfeld / Moosacher Str.,11.0,D52,LZA-Detektor,,11.546112 48.186461,11.546112,48.186461
1817,10280001,280.0,Ampfing-/ Grafinger Str.,1.0,D11,LZA-Detektor,,11.613226 48.124355,11.613226,48.124355
1818,10280002,280.0,Ampfing-/ Grafinger Str.,2.0,D12,LZA-Detektor,,11.613171 48.124233,11.613171,48.124233
1819,10280003,280.0,Ampfing-/ Grafinger Str.,3.0,D21,LZA-Detektor,,11.612576 48.124676,11.612576,48.124676
1820,10280004,280.0,Ampfing-/ Grafinger Str.,4.0,D31,LZA-Detektor,,11.613108 48.125023,11.613108,48.125023
1821,10280005,280.0,Ampfing-/ Grafinger Str.,5.0,D32,LZA-Detektor,,11.613152 48.12502,11.613152,48.12502
1822,10280006,280.0,Ampfing-/ Grafinger Str.,6.0,D41,LZA-Detektor,,11.613755 48.1247,11.613755,48.1247
1823,10280029,280.0,Ampfing-/ Grafinger Str.,29.0,D13,LZA-Detektor,,11.613147 48.12436,11.613147,48.12436
1824,10280030,280.0,Ampfing-/ Grafinger Str.,30.0,D22,LZA-Detektor,,11.612577 48.124702,11.612577,48.124702
1825,10285001,285.0,Effner-/ Englschalkinger Str.,1.0,D11,LZA-Detektor,,11.615589 48.153492,11.615589,48.153492
1826,10285002,285.0,Effner-/ Englschalkinger Str.,2.0,D12,LZA-Detektor,,11.615552 48.1535,11.615552,48.1535
1827,10285003,285.0,Effner-/ Englschalkinger Str.,3.0,D21,LZA-Detektor,,11.615742 48.15359,11.615742,48.15359
1828,10285004,285.0,Effner-/ Englschalkinger Str.,4.0,D22,LZA-Detektor,,11.615705 48.153603,11.615705,48.153603
1829,10285005,285.0,Effner-/ Englschalkinger Str.,5.0,D31,LZA-Detektor,,11.615397 48.154274,11.615397,48.154274
1830,10285006,285.0,Effner-/ Englschalkinger Str.,6.0,D41,LZA-Detektor,,11.616034 48.15458,11.616034,48.15458
1831,10285007,285.0,Effner-/ Englschalkinger Str.,7.0,D42,LZA-Detektor,,11.616064 48.154568,11.616064,48.154568
1832,10285008,285.0,Effner-/ Englschalkinger Str.,8.0,D43,LZA-Detektor,,11.616096 48.154552,11.616096,48.154552
1833,10285009,285.0,Effner-/ Englschalkinger Str.,9.0,D51,LZA-Detektor,,11.615922 48.154305,11.615922,48.154305
1834,10285010,285.0,Effner-/ Englschalkinger Str.,10.0,D52,LZA-Detektor,,11.616044 48.154446,11.616044,48.154446
1835,10285011,285.0,Effner-/ Englschalkinger Str.,11.0,D61,LZA-Detektor,,11.61655 48.153973,11.61655,48.153973
1836,10285012,285.0,Effner-/ Englschalkinger Str.,12.0,D62,LZA-Detektor,,11.616536 48.153946,11.616536,48.153946
1837,10285019,285.0,Effner-/ Englschalkinger Str.,19.0,D13,LZA-Detektor,,11.615162 48.152843,11.615162,48.152843
1838,10285020,285.0,Effner-/ Englschalkinger Str.,20.0,D14,LZA-Detektor,,11.615126 48.152855,11.615126,48.152855
1839,10285021,285.0,Effner-/ Englschalkinger Str.,21.0,DV11,LZA-Detektor,,11.615466 48.153893,11.615466,48.153893
1840,10285022,285.0,Effner-/ Englschalkinger Str.,22.0,DV12,LZA-Detektor,,11.615502 48.153877,11.615502,48.153877
1841,10285023,285.0,Effner-/ Englschalkinger Str.,23.0,DV13,LZA-Detektor,,11.61554 48.153866,11.61554,48.153866
1842,10287008,287.0,Schlüsselberg-/ Altöttinger Str.,8.0,D11,LZA-Detektor,,11.621699 48.12609,11.621699,48.12609
1843,10287009,287.0,Schlüsselberg-/ Altöttinger Str.,9.0,D21,LZA-Detektor,,11.621455 48.12648,11.621455,48.12648
1844,10287010,287.0,Schlüsselberg-/ Altöttinger Str.,10.0,D31,LZA-Detektor,,11.621835 48.12687,11.621835,48.12687
1845,10287011,287.0,Schlüsselberg-/ Altöttinger Str.,11.0,D41,LZA-Detektor,,11.622012 48.126472,11.622012,48.126472
1846,10289001,289.0,Anhalter Platz / Moosacher Str.,1.0,D21,LZA-Detektor,,11.562163 48.187085,11.562163,48.187085
1847,10289002,289.0,Anhalter Platz / Moosacher Str.,2.0,D22,LZA-Detektor,,11.562202 48.187094,11.562202,48.187094
1848,10289003,289.0,Anhalter Platz / Moosacher Str.,3.0,D41,LZA-Detektor,,11.56244 48.18662,11.56244,48.18662
1849,10289004,289.0,Anhalter Platz / Moosacher Str.,4.0,D42,LZA-Detektor,,11.562399 48.186622,11.562399,48.186622
1850,10289005,289.0,Anhalter Platz / Moosacher Str.,5.0,D43,LZA-Detektor,,11.562357 48.186618,11.562357,48.186618
1851,10289007,289.0,Anhalter Platz / Moosacher Str.,7.0,D31,LZA-Detektor,,11.562623 48.186897,11.562623,48.186897
1852,10300001,300.0,Bahn-/ Wasserburger Landstr.,1.0,D11,LZA-Detektor,,11.694675 48.115677,11.694675,48.115677
1853,10300002,300.0,Bahn-/ Wasserburger Landstr.,2.0,D12,LZA-Detektor,,11.6946 48.11575,11.6946,48.11575
1854,10300003,300.0,Bahn-/ Wasserburger Landstr.,3.0,D13,LZA-Detektor,,11.694836 48.115677,11.694836,48.115677
1855,10300004,300.0,Bahn-/ Wasserburger Landstr.,4.0,D21,LZA-Detektor,,11.695341 48.1157,11.695341,48.1157
1856,10300005,300.0,Bahn-/ Wasserburger Landstr.,5.0,D31,LZA-Detektor,,11.695711 48.11537,11.695711,48.11537
1857,10300006,300.0,Bahn-/ Wasserburger Landstr.,6.0,D32,LZA-Detektor,,11.695799 48.1153,11.695799,48.1153
1858,10300007,300.0,Bahn-/ Wasserburger Landstr.,7.0,D33,LZA-Detektor,,11.695553 48.115376,11.695553,48.115376
1859,10300008,300.0,Bahn-/ Wasserburger Landstr.,8.0,D41,LZA-Detektor,,11.695044 48.115353,11.695044,48.115353
1860,10303001,303.0,Moosacher Str./ Feuerwache 7,1.0,D11,LZA-Detektor,,11.557305 48.186514,11.557305,48.186514
1861,10303002,303.0,Moosacher Str./ Feuerwache 7,2.0,D12,LZA-Detektor,,11.55731 48.186491,11.55731,48.186491
1862,10303003,303.0,Moosacher Str./ Feuerwache 7,3.0,D13,LZA-Detektor,,11.557318 48.186463,11.557318,48.186463
1863,10303004,303.0,Moosacher Str./ Feuerwache 7,4.0,D41,LZA-Detektor,,11.55606 48.186256,11.55606,48.186256
1864,10303005,303.0,Moosacher Str./ Feuerwache 7,5.0,D42,LZA-Detektor,,11.556055 48.186285,11.556055,48.186285
1865,10303006,303.0,Moosacher Str./ Feuerwache 7,6.0,D61,LZA-Detektor,,11.556566 48.186551,11.556566,48.186551
1866,10303016,303.0,Moosacher Str./ Feuerwache 7,16.0,D62,LZA-Detektor,,11.556553 48.1866,11.556553,48.1866
1867,10310005,310.0,Frauen-/ Reichenbachstr.,5.0,D21,LZA-Detektor,,11.576409 48.134293,11.576409,48.134293
1868,10314001,314.0,Heidemann-/ Ingolstädter Str.,1.0,D11,LZA-Detektor,,11.585384 48.200536,11.585384,48.200536
1869,10314002,314.0,Heidemann-/ Ingolstädter Str.,2.0,D12,LZA-Detektor,,11.585328 48.200452,11.585328,48.200452
1870,10314003,314.0,Heidemann-/ Ingolstädter Str.,3.0,D13,LZA-Detektor,,11.585284 48.200458,11.585284,48.200458
1871,10314004,314.0,Heidemann-/ Ingolstädter Str.,4.0,D14,LZA-Detektor,,11.585256 48.200548,11.585256,48.200548
1872,10314005,314.0,Heidemann-/ Ingolstädter Str.,5.0,D21,LZA-Detektor,,11.584706 48.200988,11.584706,48.200988
1873,10314006,314.0,Heidemann-/ Ingolstädter Str.,6.0,D31,LZA-Detektor,,11.585348 48.201592,11.585348,48.201592
1874,10314007,314.0,Heidemann-/ Ingolstädter Str.,7.0,D32,LZA-Detektor,,11.585389 48.201593,11.585389,48.201593
1875,10314008,314.0,Heidemann-/ Ingolstädter Str.,8.0,D33,LZA-Detektor,,11.585399 48.201424,11.585399,48.201424
1876,10314009,314.0,Heidemann-/ Ingolstädter Str.,9.0,D51,LZA-Detektor,,11.585946 48.201092,11.585946,48.201092
1877,10314010,314.0,Heidemann-/ Ingolstädter Str.,10.0,D52,LZA-Detektor,,11.586168 48.201078,11.586168,48.201078
1878,10314011,314.0,Heidemann-/ Ingolstädter Str.,11.0,D53,LZA-Detektor,,11.585936 48.20104,11.585936,48.20104
1879,10314012,314.0,Heidemann-/ Ingolstädter Str.,12.0,DV11,LZA-Detektor,,11.58512 48.200437,11.58512,48.200437
1880,10314013,314.0,Heidemann-/ Ingolstädter Str.,13.0,DV12,Einfachschleife,,11.585164 48.200429,11.585164,48.200429
1881,10314014,314.0,Heidemann-/ Ingolstädter Str.,14.0,DV31,LZA-Detektor,,11.585546 48.201578,11.585546,48.201578
1882,10314015,314.0,Heidemann-/ Ingolstädter Str.,15.0,DV32,LZA-Detektor,,11.5855 48.201578,11.5855,48.201578
1883,10316001,316.0,Ackermann-/ Schleißheimer Str.,1.0,D11,LZA-Detektor,,11.564991 48.167454,11.564991,48.167454
1884,10316002,316.0,Ackermann-/ Schleißheimer Str.,2.0,D12,LZA-Detektor,,11.564945 48.167454,11.564945,48.167454
1885,10316003,316.0,Ackermann-/ Schleißheimer Str.,3.0,D21,LZA-Detektor,,11.564403 48.167908,11.564403,48.167908
1886,10316004,316.0,Ackermann-/ Schleißheimer Str.,4.0,D22,LZA-Detektor,,11.564412 48.16793,11.564412,48.16793
1887,10316005,316.0,Ackermann-/ Schleißheimer Str.,5.0,D31,LZA-Detektor,,11.564795 48.168293,11.564795,48.168293
1888,10316006,316.0,Ackermann-/ Schleißheimer Str.,6.0,D32,LZA-Detektor,,11.564836 48.16838,11.564836,48.16838
1889,10316007,316.0,Ackermann-/ Schleißheimer Str.,7.0,D41,LZA-Detektor,,11.565411 48.16789,11.565411,48.16789
1890,10316008,316.0,Ackermann-/ Schleißheimer Str.,8.0,D42,LZA-Detektor,,11.565407 48.167866,11.565407,48.167866
1891,10316009,316.0,Ackermann-/ Schleißheimer Str.,9.0,D51,LZA-Detektor,,11.564867 48.168156,11.564867,48.168156
1892,10316010,316.0,Ackermann-/ Schleißheimer Str.,10.0,D23,LZA-Detektor,,11.564531 48.167942,11.564531,48.167942
1893,10317002,317.0,Belgrad-/ Karl-Theodor-Str.,2.0,D12,LZA-Detektor,,11.574137 48.16667,11.574137,48.16667
1894,10317005,317.0,Belgrad-/ Karl-Theodor-Str.,5.0,D22,LZA-Detektor,,11.573415 48.16715,11.573415,48.16715
1895,10317006,317.0,Belgrad-/ Karl-Theodor-Str.,6.0,D23,LZA-Detektor,,11.573568 48.167171,11.573568,48.167171
1896,10317007,317.0,Belgrad-/ Karl-Theodor-Str.,7.0,D31,LZA-Detektor,,11.573852 48.167592,11.573852,48.167592
1897,10317009,317.0,Belgrad-/ Karl-Theodor-Str.,9.0,D41,LZA-Detektor,,11.574613 48.167146,11.574613,48.167146
1898,10317010,317.0,Belgrad-/ Karl-Theodor-Str.,10.0,D42,LZA-Detektor,,11.574609 48.167122,11.574609,48.167122
1899,10317011,317.0,Belgrad-/ Karl-Theodor-Str.,11.0,D43,LZA-Detektor,,11.574604 48.167095,11.574604,48.167095
1900,10319001,319.0,Belgrad-/ Clemensstr.,1.0,D11,LZA-Detektor,,11.574689 48.16302,11.574689,48.16302
1901,10319002,319.0,Belgrad-/ Clemensstr.,2.0,D12,LZA-Detektor,,11.574654 48.16302,11.574654,48.16302
1902,10319004,319.0,Belgrad-/ Clemensstr.,4.0,D21,LZA-Detektor,,11.574173 48.163515,11.574173,48.163515
1903,10319005,319.0,Belgrad-/ Clemensstr.,5.0,D31,LZA-Detektor,,11.574445 48.163854,11.574445,48.163854
1904,10319006,319.0,Belgrad-/ Clemensstr.,6.0,D32,LZA-Detektor,,11.574474 48.163859,11.574474,48.163859
1905,10319008,319.0,Belgrad-/ Clemensstr.,8.0,D41,LZA-Detektor,,11.574938 48.163482,11.574938,48.163482
1906,10321001,321.0,Maßmann-/ Schleißheimer Str.,1.0,D21,LZA-Detektor,,11.560516 48.152628,11.560516,48.152628
1907,10321002,321.0,Maßmann-/ Schleißheimer Str.,2.0,D22,LZA-Detektor,,11.560564 48.152618,11.560564,48.152618
1908,10321003,321.0,Maßmann-/ Schleißheimer Str.,3.0,D31,LZA-Detektor,,11.560884 48.152078,11.560884,48.152078
1909,10321004,321.0,Maßmann-/ Schleißheimer Str.,4.0,D32,LZA-Detektor,,11.560882 48.152059,11.560882,48.152059
1910,10323001,323.0,Einstein-/ Flurstr.,1.0,D11,LZA-Detektor,,11.605345 48.135193,11.605345,48.135193
1911,10332001,332.0,Schleißheimer-/ Weyprechtstr.,1.0,D11,LZA-Detektor,,11.563977 48.204219,11.563977,48.204219
1912,10332002,332.0,Schleißheimer-/ Weyprechtstr.,2.0,D12,LZA-Detektor,,11.563931 48.204216,11.563931,48.204216
1913,10332003,332.0,Schleißheimer-/ Weyprechtstr.,3.0,D21,LZA-Detektor,,11.563866 48.204383,11.563866,48.204383
1914,10332004,332.0,Schleißheimer-/ Weyprechtstr.,4.0,D31,LZA-Detektor,,11.5631 48.204603,11.5631,48.204603
1915,10332005,332.0,Schleißheimer-/ Weyprechtstr.,5.0,D41,LZA-Detektor,,11.563607 48.205093,11.563607,48.205093
1916,10332006,332.0,Schleißheimer-/ Weyprechtstr.,6.0,D42,LZA-Detektor,,11.56365 48.205097,11.56365,48.205097
1917,10332007,332.0,Schleißheimer-/ Weyprechtstr.,7.0,D51,LZA-Detektor,,11.563709 48.204963,11.563709,48.204963
1918,10332008,332.0,Schleißheimer-/ Weyprechtstr.,8.0,D61,LZA-Detektor,,11.564325 48.204743,11.564325,48.204743
1919,10332009,332.0,Schleißheimer-/ Weyprechtstr.,9.0,D62,LZA-Detektor,,11.564333 48.204716,11.564333,48.204716
1920,10332010,332.0,Schleißheimer-/ Weyprechtstr.,10.0,D63,LZA-Detektor,,11.564337 48.204688,11.564337,48.204688
1921,10332020,332.0,Schleißheimer-/ Weyprechtstr.,20.0,DV11,LZA-Detektor,,11.563781 48.2042,11.563781,48.2042
1922,10332021,332.0,Schleißheimer-/ Weyprechtstr.,21.0,DV12,LZA-Detektor,,11.563732 48.2042,11.563732,48.2042
1923,10332022,332.0,Schleißheimer-/ Weyprechtstr.,22.0,DV41,LZA-Detektor,,11.563769 48.205109,11.563769,48.205109
1924,10332023,332.0,Schleißheimer-/ Weyprechtstr.,23.0,DV42,LZA-Detektor,,11.563839 48.205118,11.563839,48.205118
1925,10338001,,,,,,,11.481027 48.115128,11.481027,48.115128
1926,10353001,353.0,Ingolstädter-/ Kollwitzstr.,1.0,D21,LZA-Detektor,,11.584508 48.198226,11.584508,48.198226
1927,10353002,353.0,Ingolstädter-/ Kollwitzstr.,2.0,D22,LZA-Detektor,,11.584298 48.198248,11.584298,48.198248
1928,10353003,353.0,Ingolstädter-/ Kollwitzstr.,3.0,D41,LZA-Detektor,,11.585181 48.198309,11.585181,48.198309
1929,10353004,353.0,Ingolstädter-/ Kollwitzstr.,4.0,D42,LZA-Detektor,,11.58518 48.198281,11.58518,48.198281
1930,10367001,367.0,Arnulf-/ Marsstr.,1.0,D11,LZA-Detektor,,11.542295 48.145049,11.542295,48.145049
1931,10367002,367.0,Arnulf-/ Marsstr.,2.0,D12,LZA-Detektor,,11.542277 48.145023,11.542277,48.145023
1932,10367003,367.0,Arnulf-/ Marsstr.,3.0,D13,LZA-Detektor,,11.542494 48.144961,11.542494,48.144961
1933,10367004,367.0,Arnulf-/ Marsstr.,4.0,D21,LZA-Detektor,,11.541788 48.14513,11.541788,48.14513
1934,10367005,367.0,Arnulf-/ Marsstr.,5.0,D31,LZA-Detektor,,11.541218 48.1448,11.541218,48.1448
1935,10367006,367.0,Arnulf-/ Marsstr.,6.0,D32,LZA-Detektor,,11.541189 48.144811,11.541189,48.144811
1936,10367007,367.0,Arnulf-/ Marsstr.,7.0,D41,LZA-Detektor,,11.540686 48.145218,11.540686,48.145218
1937,10367008,367.0,Arnulf-/ Marsstr.,8.0,D51,LZA-Detektor,,11.540801 48.145216,11.540801,48.145216
1938,10367009,367.0,Arnulf-/ Marsstr.,9.0,D52,LZA-Detektor,,11.540816 48.145242,11.540816,48.145242
1939,10367010,367.0,Arnulf-/ Marsstr.,10.0,D61,LZA-Detektor,,11.541595 48.145498,11.541595,48.145498
1940,10367011,367.0,Arnulf-/ Marsstr.,11.0,D62,LZA-Detektor,,11.541553 48.145464,11.541553,48.145464
1941,10367012,367.0,Arnulf-/ Marsstr.,12.0,D71,LZA-Detektor,,11.541597 48.145448,11.541597,48.145448
1942,10367013,367.0,Arnulf-/ Marsstr.,13.0,D72,LZA-Detektor,,11.541682 48.145473,11.541682,48.145473
1943,10373001,373.0,Domagk-/ Ingolstädter Str.,1.0,D11,LZA-Detektor,,11.584838 48.18396,11.584838,48.18396
1944,10373002,373.0,Domagk-/ Ingolstädter Str.,2.0,D12,LZA-Detektor,,11.584797 48.183918,11.584797,48.183918
1945,10373003,373.0,Domagk-/ Ingolstädter Str.,3.0,D13,LZA-Detektor,,11.584752 48.183918,11.584752,48.183918
1946,10373004,373.0,Domagk-/ Ingolstädter Str.,4.0,D14,LZA-Detektor,,11.584697 48.184075,11.584697,48.184075
1947,10373005,373.0,Domagk-/ Ingolstädter Str.,5.0,D15,LZA-Detektor,,11.58471 48.18389,11.58471,48.18389
1948,10373006,373.0,Domagk-/ Ingolstädter Str.,6.0,D31,LZA-Detektor,,11.584115 48.184248,11.584115,48.184248
1949,10373007,373.0,Domagk-/ Ingolstädter Str.,7.0,D32,LZA-Detektor,,11.584115 48.184274,11.584115,48.184274
1950,10373008,373.0,Domagk-/ Ingolstädter Str.,8.0,D41,LZA-Detektor,,11.584484 48.184708,11.584484,48.184708
1951,10373009,373.0,Domagk-/ Ingolstädter Str.,9.0,D42,LZA-Detektor,,11.58452 48.184845,11.58452,48.184845
1952,10373010,373.0,Domagk-/ Ingolstädter Str.,10.0,D43,LZA-Detektor,,11.584564 48.184848,11.584564,48.184848
1953,10373011,373.0,Domagk-/ Ingolstädter Str.,11.0,D44,LZA-Detektor,,11.584626 48.184548,11.584626,48.184548
1954,10373012,373.0,Domagk-/ Ingolstädter Str.,12.0,D45,LZA-Detektor,,11.584599 48.184874,11.584599,48.184874
1955,10373013,373.0,Domagk-/ Ingolstädter Str.,13.0,D71,LZA-Detektor,,11.585212 48.184412,11.585212,48.184412
1956,10373014,373.0,Domagk-/ Ingolstädter Str.,14.0,D72,LZA-Detektor,,11.585259 48.184384,11.585259,48.184384
