,DETEKTO,LZANR,NAME,DET_IND,DET_NAM,dtctr_t,dtctr_l,geometry
439,4173023,,,,,Doppelschleife,lane3,POINT (11.5874 48.211582)
440,4177011,,,,,,,POINT (11.555085 48.14208)
441,4177021,,,,,,,POINT (11.555118 48.142136)
442,4178011,,,,,,,POINT (11.577293 48.139072)
443,4178021,,,,,,,POINT (11.5773695 48.139057)
444,4179011,,,,,,,POINT (11.6236315 48.122036)
445,4179021,,,,,,,POINT (11.623696 48.122143)
446,4180011,,,,,,,POINT (11.549999 48.168835)
447,4180021,,,,,,,POINT (11.550129 48.168877)
448,4181011,,,,,,,POINT (11.517792 48.14566)
449,4181021,,,,,,,POINT (11.517813 48.14576)
450,4182011,,,,,,,POINT (11.536513 48.120224)
451,4182021,,,,,,,POINT (11.536524 48.12033)
452,4183011,,,,,,,POINT (11.584375 48.131878)
453,4183021,,,,,,,POINT (11.584439 48.131847)
454,10002005,2.0,Adalbert-/ Barerstr.,5.0,D11,LZA-Detektor,,POINT (11.5746425 48.1531196)
455,10002006,2.0,Adalbert-/ Barerstr.,6.0,D21,LZA-Detektor,,POINT (11.5742963 48.1534434)
456,10002007,2.0,Adalbert-/ Barerstr.,7.0,D31,LZA-Detektor,,POINT (11.5748159 48.1534525)
457,10002008,2.0,Adalbert-/ Barerstr.,8.0,D32,LZA-Detektor,,POINT (11.5747545 48.1533571)
458,10003001,3.0,Bahnhofplatz Nord,1.0,D11,LZA-Detektor,,POINT (11.5612728 48.1405494)
459,10003002,3.0,Bahnhofplatz Nord,2.0,D21,LZA-Detektor,,POINT (11.5604885 48.1411208)
460,10003003,3.0,Bahnhofplatz Nord,3.0,D51,LZA-Detektor,,POINT (11.5618525 48.1408454)
461,10003004,3.0,Bahnhofplatz Nord,4.0,D71,LZA-Detektor,,POINT (11.5611809 48.1415528)
462,10003005,3.0,Bahnhofplatz Nord,5.0,D72,LZA-Detektor,,POINT (11.5612251 48.1415537)
463,10005001,5.0,Isartorplatz / Zweibrückenstr.,1.0,D11,LZA-Detektor,,POINT (11.5825515 48.1341231)
464,10005002,5.0,Isartorplatz / Zweibrückenstr.,2.0,D12,LZA-Detektor,,POINT (11.5824797 48.1342623)
465,10005003,5.0,Isartorplatz / Zweibrückenstr.,3.0,D13,LZA-Detektor,,POINT (11.5826179 48.1341491)
466,10005004,5.0,Isartorplatz / Zweibrückenstr.,4.0,D21,LZA-Detektor,,POINT (11.5833698 48.1341211)
467,10005005,5.0,Isartorplatz / Zweibrückenstr.,5.0,D22,LZA-Detektor,,POINT (11.5834577 48.134071)
468,10005006,5.0,Isartorplatz / Zweibrückenstr.,6.0,D31,LZA-Detektor,,POINT (11.5826864 48.1342961)
469,10005007,5.0,Isartorplatz / Zweibrückenstr.,7.0,D32,LZA-Detektor,,POINT (11.5826502 48.1342858)
470,10005008,5.0,Isartorplatz / Zweibrückenstr.,8.0,D51,LZA-Detektor,,POINT (11.5825272 48.1337654)
471,10005009,5.0,Isartorplatz / Zweibrückenstr.,9.0,D52,LZA-Detektor,,POINT (11.5825131 48.1337815)
472,10005010,5.0,Isartorplatz / Zweibrückenstr.,10.0,D53,LZA-Detektor,,POINT (11.5824517 48.1337885)
473,10005011,5.0,Isartorplatz / Zweibrückenstr.,11.0,D71,LZA-Detektor,,POINT (11.5816906 48.1334704)
474,10005012,5.0,Isartorplatz / Zweibrückenstr.,12.0,D91,LZA-Detektor,,POINT (11.5837848 48.132994)
475,10005013,5.0,Isartorplatz / Zweibrückenstr.,13.0,D92,LZA-Detektor,,POINT (11.5837653 48.1329819)
476,10005014,5.0,Isartorplatz / Zweibrückenstr.,14.0,D101,LZA-Detektor,,POINT (11.5830417 48.1334812)
477,10005015,5.0,Isartorplatz / Zweibrückenstr.,15.0,D371,LZA-Detektor,,POINT (11.5818631 48.13368)
478,10006001,6.0,Arnulf-/ Seidlstr.,1.0,D411,LZA-Detektor,,POINT (11.556595 48.142104)
479,10006002,6.0,Arnulf-/ Seidlstr.,2.0,D421,LZA-Detektor,,POINT (11.556161 48.141709)
480,10007001,7.0,Bayer-/ Paul-Heyse-Str.,1.0,D11,LZA-Detektor,,POINT (11.5564119 48.1392413)
481,10007002,7.0,Bayer-/ Paul-Heyse-Str.,2.0,D12,LZA-Detektor,,POINT (11.5566184 48.1392153)
482,10007003,7.0,Bayer-/ Paul-Heyse-Str.,3.0,D21,LZA-Detektor,,POINT (11.5560096 48.1387583)
483,10007004,7.0,Bayer-/ Paul-Heyse-Str.,4.0,D22,LZA-Detektor,,POINT (11.5559734 48.1387619)
484,10007005,7.0,Bayer-/ Paul-Heyse-Str.,5.0,D31,LZA-Detektor,,POINT (11.5553287 48.1391273)
485,10007006,7.0,Bayer-/ Paul-Heyse-Str.,6.0,D32,LZA-Detektor,,POINT (11.5553261 48.1391479)
486,10007007,7.0,Bayer-/ Paul-Heyse-Str.,7.0,D41,LZA-Detektor,,POINT (11.5558701 48.1395071)
487,10007008,7.0,Bayer-/ Paul-Heyse-Str.,8.0,D42,LZA-Detektor,,POINT (11.555909 48.1395966)
488,10007009,7.0,Bayer-/ Paul-Heyse-Str.,9.0,D421,LZA-Detektor,,POINT (11.5562201 48.1391769)
489,10007029,7.0,Bayer-/ Paul-Heyse-Str.,29.0,D81,LZA-Detektor,,POINT (11.5561973 48.1397821)
490,10008001,8.0,Leonrodplatz,1.0,D21,LZA-Detektor,,POINT (11.546784 48.159016)
491,10008002,8.0,Leonrodplatz,2.0,D22,LZA-Detektor,,POINT (11.546748 48.159037)
492,10008003,8.0,Leonrodplatz,3.0,D31,LZA-Detektor,,POINT (11.547091 48.159209)
493,10008004,8.0,Leonrodplatz,4.0,D32,LZA-Detektor,,POINT (11.546968 48.159139)
494,10008005,8.0,Leonrodplatz,5.0,D61,LZA-Detektor,,POINT (11.547794 48.159835)
495,10008006,8.0,Leonrodplatz,6.0,D62,LZA-Detektor,,POINT (11.54806 48.159926)
496,10008007,8.0,Leonrodplatz,7.0,D71,LZA-Detektor,,POINT (11.547857 48.159796)
497,10008008,8.0,Leonrodplatz,8.0,D81,LZA-Detektor,,POINT (11.54831 48.158863)
498,10008009,8.0,Leonrodplatz,9.0,D82,LZA-Detektor,,POINT (11.54828 48.158843)
499,10008010,8.0,Leonrodplatz,10.0,D83,LZA-Detektor,,POINT (11.548251 48.15883)
500,10008011,8.0,Leonrodplatz,11.0,D91,LZA-Detektor,,POINT (11.54641 48.1601374)
501,10008012,8.0,Leonrodplatz,12.0,D92,LZA-Detektor,,POINT (11.546436 48.160152)
502,10008013,8.0,Leonrodplatz,13.0,D93,LZA-Detektor,,POINT (11.54647 48.160174)
503,10009001,9.0,Bad-Schachener-/ Hechtseestr.,1.0,D11,LZA-Detektor,,POINT (11.6290153 48.1191054)
504,10009002,9.0,Bad-Schachener-/ Hechtseestr.,2.0,D12,LZA-Detektor,,POINT (11.6290267 48.1191327)
505,10009003,9.0,Bad-Schachener-/ Hechtseestr.,3.0,D21,LZA-Detektor,,POINT (11.6300994 48.119011)
506,10009004,9.0,Bad-Schachener-/ Hechtseestr.,4.0,D22,LZA-Detektor,,POINT (11.6298426 48.1190316)
507,10009005,9.0,Bad-Schachener-/ Hechtseestr.,5.0,D31,LZA-Detektor,,POINT (11.6295708 48.1185351)
508,10009006,9.0,Bad-Schachener-/ Hechtseestr.,6.0,D32,LZA-Detektor,,POINT (11.6295312 48.1185387)
509,10010001,10.0,Münchner Freiheit,1.0,D11,LZA-Detektor,,POINT (11.58635 48.161276)
510,10010002,10.0,Münchner Freiheit,2.0,D12,LZA-Detektor,,POINT (11.58629 48.161156)
511,10010003,10.0,Münchner Freiheit,3.0,D13,LZA-Detektor,,POINT (11.5862796 48.1612866)
512,10010004,10.0,Münchner Freiheit,4.0,D31,LZA-Detektor,,POINT (11.585641 48.161936)
513,10010005,10.0,Münchner Freiheit,5.0,D32,LZA-Detektor,,POINT (11.585646 48.161963)
514,10010006,10.0,Münchner Freiheit,6.0,D61,LZA-Detektor,,POINT (11.586936 48.1617465)
515,10010007,10.0,Münchner Freiheit,7.0,D121,LZA-Detektor,,POINT (11.5862541 48.1627878)
516,10010008,10.0,Münchner Freiheit,8.0,D122,LZA-Detektor,,POINT (11.586286 48.162787)
517,10010009,10.0,Münchner Freiheit,9.0,D123,LZA-Detektor,,POINT (11.586329 48.162786)
518,10010010,10.0,Münchner Freiheit,10.0,D311,LZA-Detektor,,POINT (11.5858285 48.1618797)
519,10010011,10.0,Münchner Freiheit,11.0,D321,LZA-Detektor,,POINT (11.5863078 48.1620429)
520,10011001,11.0,Franz-Joseph-/ Leopoldstr.,1.0,D11,LZA-Detektor,,POINT (11.584323 48.156815)
521,10011002,11.0,Franz-Joseph-/ Leopoldstr.,2.0,D12,LZA-Detektor,,POINT (11.584285 48.156822)
522,10011003,11.0,Franz-Joseph-/ Leopoldstr.,3.0,D21,LZA-Detektor,,POINT (11.583937 48.15729)
523,10011004,11.0,Franz-Joseph-/ Leopoldstr.,4.0,D22,LZA-Detektor,,POINT (11.583896 48.15735)
524,10011005,11.0,Franz-Joseph-/ Leopoldstr.,5.0,D23,LZA-Detektor,,POINT (11.583747 48.15741)
525,10011006,11.0,Franz-Joseph-/ Leopoldstr.,6.0,D24,LZA-Detektor,,POINT (11.584136 48.157326)
526,10011007,11.0,Franz-Joseph-/ Leopoldstr.,7.0,D31,LZA-Detektor,,POINT (11.584571 48.15768)
527,10011008,11.0,Franz-Joseph-/ Leopoldstr.,8.0,D32,LZA-Detektor,,POINT (11.584607 48.157673)
528,10011009,11.0,Franz-Joseph-/ Leopoldstr.,9.0,D33,LZA-Detektor,,POINT (11.584586 48.157536)
529,10011010,11.0,Franz-Joseph-/ Leopoldstr.,10.0,D34,LZA-Detektor,,POINT (11.584536 48.157425)
530,10011011,11.0,Franz-Joseph-/ Leopoldstr.,11.0,D41,LZA-Detektor,,POINT (11.584884 48.157185)
531,10012001,12.0,Odeonsplatz,1.0,D11,LZA-Detektor,,POINT (11.5776806 48.142991)
532,10012002,12.0,Odeonsplatz,2.0,D21,LZA-Detektor,,POINT (11.577726 48.142983)
533,10012003,12.0,Odeonsplatz,3.0,D31,LZA-Detektor,,POINT (11.576622 48.142807)
534,10012004,12.0,Odeonsplatz,4.0,D32,LZA-Detektor,,POINT (11.576586 48.142847)
535,10012006,12.0,Odeonsplatz,6.0,D411,LZA-Detektor,,POINT (11.5775613 48.1428055)
536,10012007,12.0,Odeonsplatz,7.0,D412,LZA-Detektor,,POINT (11.5776015 48.1428923)
537,10015001,15.0,Orleans-/ Rosenheimer Str.,1.0,D11,LZA-Detektor,,POINT (11.6000119 48.1250882)
538,10015002,15.0,Orleans-/ Rosenheimer Str.,2.0,D12,LZA-Detektor,,POINT (11.6000669 48.125004)
539,10015003,15.0,Orleans-/ Rosenheimer Str.,3.0,D13,LZA-Detektor,,POINT (11.6000381 48.1249866)
540,10015004,15.0,Orleans-/ Rosenheimer Str.,4.0,D14,LZA-Detektor,,POINT (11.6002727 48.1249418)
541,10015005,15.0,Orleans-/ Rosenheimer Str.,5.0,D21,LZA-Detektor,,POINT (11.599211 48.1250312)
542,10015006,15.0,Orleans-/ Rosenheimer Str.,6.0,D22,LZA-Detektor,,POINT (11.5991292 48.1250388)
543,10015007,15.0,Orleans-/ Rosenheimer Str.,7.0,D23,LZA-Detektor,,POINT (11.599099 48.1250607)
544,10015008,15.0,Orleans-/ Rosenheimer Str.,8.0,D31,LZA-Detektor,,POINT (11.5989761 48.1254889)
545,10015009,15.0,Orleans-/ Rosenheimer Str.,9.0,D32,LZA-Detektor,,POINT (11.5990103 48.1255077)
546,10015010,15.0,Orleans-/ Rosenheimer Str.,10.0,D33,LZA-Detektor,,POINT (11.5992517 48.1253802)
547,10015011,15.0,Orleans-/ Rosenheimer Str.,11.0,D41,LZA-Detektor,,POINT (11.5997742 48.125607)
548,10015012,15.0,Orleans-/ Rosenheimer Str.,12.0,D81,LZA-Detektor,,POINT (11.5998037 48.1255944)
549,10015013,15.0,Orleans-/ Rosenheimer Str.,13.0,DV21,LZA-Detektor,,POINT (11.5990755 48.1250795)
550,10016001,16.0,Rosenheimer Platz,1.0,D11,LZA-Detektor,,POINT (11.5933735 48.1288782)
551,10016002,16.0,Rosenheimer Platz,2.0,D12,LZA-Detektor,,POINT (11.5934063 48.1288979)
552,10016003,16.0,Rosenheimer Platz,3.0,D13,LZA-Detektor,,POINT (11.5934338 48.1289126)
553,10016004,16.0,Rosenheimer Platz,4.0,D21,LZA-Detektor,,POINT (11.5940732 48.1289875)
554,10016005,16.0,Rosenheimer Platz,5.0,DV21,LZA-Detektor,,POINT (11.5941309 48.1287651)
555,10016006,,,,,,,POINT (11.5944904 48.1282931)
556,10016007,16.0,Rosenheimer Platz,7.0,D32,LZA-Detektor,,POINT (11.5944616 48.1282747)
557,10016008,16.0,Rosenheimer Platz,8.0,D33,LZA-Detektor,,POINT (11.5941699 48.1284345)
558,10016009,16.0,Rosenheimer Platz,9.0,D34,LZA-Detektor,,POINT (11.5935351 48.1289507)
559,10016010,16.0,Rosenheimer Platz,10.0,D35,LZA-Detektor,,POINT (11.5935056 48.1289346)
560,10016011,16.0,Rosenheimer Platz,11.0,D51,LZA-Detektor,,POINT (11.5937308 48.1282109)
561,10016012,16.0,Rosenheimer Platz,12.0,D52,LZA-Detektor,,POINT (11.5937603 48.128308)
562,10016013,16.0,Rosenheimer Platz,13.0,DV51,LZA-Detektor,,POINT (11.5937288 48.1283161)
563,10018001,18.0,Ludwig-/ Von-der-Tann-Str.,1.0,D11,LZA-Detektor,,POINT (11.578774 48.1449445)
564,10018002,18.0,Ludwig-/ Von-der-Tann-Str.,2.0,D12,LZA-Detektor,,POINT (11.578683 48.144834)
565,10018003,18.0,Ludwig-/ Von-der-Tann-Str.,3.0,D13,LZA-Detektor,,POINT (11.578636 48.144841)
566,10018004,18.0,Ludwig-/ Von-der-Tann-Str.,4.0,D21,LZA-Detektor,,POINT (11.578237 48.145366)
567,10018005,18.0,Ludwig-/ Von-der-Tann-Str.,5.0,D22,LZA-Detektor,,POINT (11.578251 48.145395)
568,10018006,18.0,Ludwig-/ Von-der-Tann-Str.,6.0,D23,LZA-Detektor,,POINT (11.578264 48.145422)
569,10018007,18.0,Ludwig-/ Von-der-Tann-Str.,7.0,D41,LZA-Detektor,,POINT (11.578902 48.145772)
570,10018008,18.0,Ludwig-/ Von-der-Tann-Str.,8.0,D42,LZA-Detektor,,POINT (11.578937 48.145768)
571,10018009,18.0,Ludwig-/ Von-der-Tann-Str.,9.0,D51,LZA-Detektor,,POINT (11.578929 48.145644)
572,10018010,18.0,Ludwig-/ Von-der-Tann-Str.,10.0,D52,LZA-Detektor,,POINT (11.578969 48.145646)
573,10018011,18.0,Ludwig-/ Von-der-Tann-Str.,11.0,D61,LZA-Detektor,,POINT (11.579448 48.145271)
574,10018012,18.0,Ludwig-/ Von-der-Tann-Str.,12.0,D71,LZA-Detektor,,POINT (11.579441 48.145243)
575,10018013,18.0,Ludwig-/ Von-der-Tann-Str.,13.0,D72,LZA-Detektor,,POINT (11.579424 48.145215)
576,10018035,18.0,Ludwig-/ Von-der-Tann-Str.,35.0,DV11,LZA-Detektor,,POINT (11.580538 48.144874)
577,10018036,18.0,Ludwig-/ Von-der-Tann-Str.,36.0,DV12,LZA-Detektor,,POINT (11.5805549 48.144905)
578,10018037,18.0,Ludwig-/ Von-der-Tann-Str.,37.0,D73,LZA-Detektor,,POINT (11.5794654 48.1452471)
579,10019001,19.0,Lindwurm-/ Plinganserstr.,1.0,D11,LZA-Detektor,,POINT (11.5416421 48.1218372)
580,10019002,19.0,Lindwurm-/ Plinganserstr.,2.0,D12,LZA-Detektor,,POINT (11.5416649 48.1218175)
581,10019003,19.0,Lindwurm-/ Plinganserstr.,3.0,D21,LZA-Detektor,,POINT (11.5411882 48.1212316)
582,10019004,19.0,Lindwurm-/ Plinganserstr.,4.0,D31,LZA-Detektor,,POINT (11.541152 48.1211567)
583,10019005,19.0,Lindwurm-/ Plinganserstr.,5.0,D41,LZA-Detektor,,POINT (11.5410957 48.1221167)
584,10021001,21.0,Georg-Hirth-Platz,1.0,D11,LZA-Detektor,,POINT (11.5558442 48.134213)
585,10021002,21.0,Georg-Hirth-Platz,2.0,D31,LZA-Detektor,,POINT (11.5552886 48.1349473)
586,10021003,21.0,Georg-Hirth-Platz,3.0,D41,LZA-Detektor,,POINT (11.5557025 48.1351919)
587,10021004,21.0,Georg-Hirth-Platz,4.0,D42,LZA-Detektor,,POINT (11.5557588 48.1352731)
588,10021005,21.0,Georg-Hirth-Platz,5.0,D51,LZA-Detektor,,POINT (11.5563793 48.1348418)
589,10025001,25.0,Bayer-/ Martin-Greif-Str.,1.0,D11,LZA-Detektor,,POINT (11.550489 48.139034)
590,10025002,25.0,Bayer-/ Martin-Greif-Str.,2.0,D12,LZA-Detektor,,POINT (11.550515 48.139008)
591,10025003,25.0,Bayer-/ Martin-Greif-Str.,3.0,D31,LZA-Detektor,,POINT (11.549861 48.138577)
592,10025004,25.0,Bayer-/ Martin-Greif-Str.,4.0,D32,LZA-Detektor,,POINT (11.549823 48.138577)
593,10025005,25.0,Bayer-/ Martin-Greif-Str.,5.0,D71,LZA-Detektor,,POINT (11.548799 48.13892)
594,10025006,25.0,Bayer-/ Martin-Greif-Str.,6.0,D72,LZA-Detektor,,POINT (11.548805 48.138947)
595,10025007,25.0,Bayer-/ Martin-Greif-Str.,7.0,D81,LZA-Detektor,,POINT (11.549466 48.139027)
596,10025008,25.0,Bayer-/ Martin-Greif-Str.,8.0,D82,LZA-Detektor,,POINT (11.549465 48.139004)
597,10025009,,,,,,,POINT (11.549178 48.138927)
598,10025021,,,,,,,POINT (11.550571 48.138985)
599,10025022,,,,,,,POINT (11.549947 48.13895)
600,10025023,,,,,,,POINT (11.550101 48.13897)
601,10026001,26.0,Grasser-/ Landsberger Str.,1.0,D11,LZA-Detektor,,POINT (11.5477573 48.1392248)
602,10026002,26.0,Grasser-/ Landsberger Str.,2.0,D12,LZA-Detektor,,POINT (11.5477466 48.1391962)
603,10026004,26.0,Grasser-/ Landsberger Str.,4.0,D22,LZA-Detektor,,POINT (11.5465316 48.1392373)
604,10026005,26.0,Grasser-/ Landsberger Str.,5.0,D31,LZA-Detektor,,POINT (11.5467703 48.1392507)
605,10026006,26.0,Grasser-/ Landsberger Str.,6.0,D51,LZA-Detektor,,POINT (11.5473788 48.1396662)
606,10026007,26.0,Grasser-/ Landsberger Str.,7.0,D52,LZA-Detektor,,POINT (11.5473573 48.1395874)
607,10027001,27.0,Landsberger-/ Trappentreustr.,1.0,D11,LZA-Detektor,,POINT (11.5355258 48.1400697)
608,10027002,27.0,Landsberger-/ Trappentreustr.,2.0,D12,LZA-Detektor,,POINT (11.5355978 48.1400206)
609,10027003,27.0,Landsberger-/ Trappentreustr.,3.0,D21,LZA-Detektor,,POINT (11.5352256 48.1400323)
610,10027005,27.0,Landsberger-/ Trappentreustr.,5.0,D31,LZA-Detektor,,POINT (11.5347403 48.1393434)
611,10027006,27.0,Landsberger-/ Trappentreustr.,6.0,D32,LZA-Detektor,,POINT (11.5346947 48.1393434)
612,10027008,27.0,Landsberger-/ Trappentreustr.,8.0,D51,LZA-Detektor,,POINT (11.5342602 48.139957)
613,10027009,27.0,Landsberger-/ Trappentreustr.,9.0,D52,LZA-Detektor,,POINT (11.5342602 48.1399928)
614,10027010,27.0,Landsberger-/ Trappentreustr.,10.0,D71,LZA-Detektor,,POINT (11.5346059 48.1400795)
615,10027011,27.0,Landsberger-/ Trappentreustr.,11.0,D72,LZA-Detektor,,POINT (11.5346061 48.1400542)
616,10027012,27.0,Landsberger-/ Trappentreustr.,12.0,D81,LZA-Detektor,,POINT (11.5335345 48.1399637)
617,10027013,27.0,Landsberger-/ Trappentreustr.,13.0,D82,LZA-Detektor,,POINT (11.5333923 48.1400148)
618,10027014,27.0,Landsberger-/ Trappentreustr.,14.0,D91,LZA-Detektor,,POINT (11.5335023 48.1400291)
619,10027016,27.0,Landsberger-/ Trappentreustr.,16.0,D101,LZA-Detektor,,POINT (11.5339627 48.1403964)
620,10027017,27.0,Landsberger-/ Trappentreustr.,17.0,D102,LZA-Detektor,,POINT (11.5340097 48.1403954)
621,10027018,27.0,Landsberger-/ Trappentreustr.,18.0,D111,LZA-Detektor,,POINT (11.5340713 48.1405565)
622,10027019,27.0,Landsberger-/ Trappentreustr.,19.0,D112,LZA-Detektor,,POINT (11.5341156 48.1405601)
623,10029001,29.0,Schwanthaler-/ Sonnenstr.,1.0,D11,LZA-Detektor,,POINT (11.565252 48.136944)
624,10029002,29.0,Schwanthaler-/ Sonnenstr.,2.0,D12,LZA-Detektor,,POINT (11.56521 48.136949)
625,10029003,29.0,Schwanthaler-/ Sonnenstr.,3.0,D13,LZA-Detektor,,POINT (11.565176 48.136952)
626,10029004,29.0,Schwanthaler-/ Sonnenstr.,4.0,D14,LZA-Detektor,,POINT (11.565135 48.13695)
627,10029005,29.0,Schwanthaler-/ Sonnenstr.,5.0,D41,LZA-Detektor,,POINT (11.564038 48.137346)
628,10029006,29.0,Schwanthaler-/ Sonnenstr.,6.0,D42,LZA-Detektor,,POINT (11.564038 48.13737)
629,10029007,29.0,Schwanthaler-/ Sonnenstr.,7.0,D43,LZA-Detektor,,POINT (11.564038 48.1374012)
630,10029008,29.0,Schwanthaler-/ Sonnenstr.,8.0,D61,LZA-Detektor,,POINT (11.564799 48.137933)
631,10029009,29.0,Schwanthaler-/ Sonnenstr.,9.0,D62,LZA-Detektor,,POINT (11.564846 48.137933)
632,10029010,29.0,Schwanthaler-/ Sonnenstr.,10.0,D63,LZA-Detektor,,POINT (11.564883 48.137929)
633,10030001,30.0,Josephspital-/ Sonnenstr.,1.0,D11,LZA-Detektor,,POINT (11.5652053 48.1363099)
634,10030002,30.0,Josephspital-/ Sonnenstr.,2.0,D12,LZA-Detektor,,POINT (11.5651758 48.1362285)
635,10030003,30.0,Josephspital-/ Sonnenstr.,3.0,D13,LZA-Detektor,,POINT (11.5651396 48.1362276)
636,10030004,30.0,Josephspital-/ Sonnenstr.,4.0,D14,LZA-Detektor,,POINT (11.5650981 48.1362258)
637,10030005,30.0,Josephspital-/ Sonnenstr.,5.0,D21,LZA-Detektor,,POINT (11.5650511 48.1362627)
638,10030006,30.0,Josephspital-/ Sonnenstr.,6.0,D22,LZA-Detektor,,POINT (11.5650203 48.1362609)
639,10030007,30.0,Josephspital-/ Sonnenstr.,7.0,D31,LZA-Detektor,,POINT (11.5642509 48.1363054)
640,10030008,30.0,Josephspital-/ Sonnenstr.,8.0,D41,LZA-Detektor,,POINT (11.5645509 48.1366433)
641,10030009,30.0,Josephspital-/ Sonnenstr.,9.0,D42,LZA-Detektor,,POINT (11.5646139 48.1368089)
642,10030010,30.0,Josephspital-/ Sonnenstr.,10.0,D43,LZA-Detektor,,POINT (11.5646475 48.1368071)
643,10030011,30.0,Josephspital-/ Sonnenstr.,11.0,D44,LZA-Detektor,,POINT (11.5646877 48.1368062)
644,10030012,30.0,Josephspital-/ Sonnenstr.,12.0,D51,LZA-Detektor,,POINT (11.5654318 48.1366523)
645,10031001,31.0,Agnes-Bernauer-/ Fürstenrieder Str.,1.0,D11,LZA-Detektor,,POINT (11.502416 48.13964)
646,10031002,31.0,Agnes-Bernauer-/ Fürstenrieder Str.,2.0,D22,LZA-Detektor,,POINT (11.503055 48.1404516)
647,10031003,31.0,Agnes-Bernauer-/ Fürstenrieder Str.,3.0,D23,LZA-Detektor,,POINT (11.5030979 48.1404506)
648,10031004,31.0,Agnes-Bernauer-/ Fürstenrieder Str.,4.0,D31,LZA-Detektor,,POINT (11.503604 48.13977)
649,10031005,31.0,Agnes-Bernauer-/ Fürstenrieder Str.,5.0,D32,LZA-Detektor,,POINT (11.503457 48.139744)
650,10031006,31.0,Agnes-Bernauer-/ Fürstenrieder Str.,6.0,D42,LZA-Detektor,,POINT (11.503183 48.13914)
651,10031007,31.0,Agnes-Bernauer-/ Fürstenrieder Str.,7.0,D43,LZA-Detektor,,POINT (11.5031395 48.139233)
652,10032001,32.0,Fürstenrieder-/ Landsberger Str.,1.0,D11,LZA-Detektor,,POINT (11.5039703 48.1432798)
653,10032002,32.0,Fürstenrieder-/ Landsberger Str.,2.0,D12,LZA-Detektor,,POINT (11.5042828 48.1432001)
654,10032003,32.0,Fürstenrieder-/ Landsberger Str.,3.0,D13,LZA-Detektor,,POINT (11.5042747 48.1431822)
655,10032004,32.0,Fürstenrieder-/ Landsberger Str.,4.0,D14,LZA-Detektor,,POINT (11.5042653 48.1431572)
656,10032005,32.0,Fürstenrieder-/ Landsberger Str.,5.0,D22,LZA-Detektor,,POINT (11.503464 48.1431527)
657,10032006,32.0,Fürstenrieder-/ Landsberger Str.,6.0,D23,LZA-Detektor,,POINT (11.503409 48.1431312)
658,10032007,32.0,Fürstenrieder-/ Landsberger Str.,7.0,D41,LZA-Detektor,,POINT (11.5033034 48.1423987)
659,10032008,32.0,Fürstenrieder-/ Landsberger Str.,8.0,D42,LZA-Detektor,,POINT (11.5032645 48.1424076)
660,10032009,32.0,Fürstenrieder-/ Landsberger Str.,9.0,D43,LZA-Detektor,,POINT (11.5032206 48.1424125)
661,10032010,32.0,Fürstenrieder-/ Landsberger Str.,10.0,D53,LZA-Detektor,,POINT (11.5031906 48.1429738)
662,10032011,32.0,Fürstenrieder-/ Landsberger Str.,11.0,D71,LZA-Detektor,,POINT (11.5023672 48.1430118)
663,10032012,32.0,Fürstenrieder-/ Landsberger Str.,12.0,D72,LZA-Detektor,,POINT (11.5021418 48.143081)
664,10032013,32.0,Fürstenrieder-/ Landsberger Str.,13.0,D73,LZA-Detektor,,POINT (11.5021512 48.1431141)
665,10032014,32.0,Fürstenrieder-/ Landsberger Str.,14.0,D81,LZA-Detektor,,POINT (11.5029713 48.1431464)
666,10032015,32.0,Fürstenrieder-/ Landsberger Str.,15.0,D91,LZA-Detektor,,POINT (11.5029768 48.1436355)
667,10032016,32.0,Fürstenrieder-/ Landsberger Str.,16.0,D101,LZA-Detektor,,POINT (11.5031297 48.143648)
668,10032017,32.0,Fürstenrieder-/ Landsberger Str.,17.0,D102,LZA-Detektor,,POINT (11.5031686 48.143648)
669,10032018,32.0,Fürstenrieder-/ Landsberger Str.,18.0,D103,LZA-Detektor,,POINT (11.5032048 48.1436382)
670,10032019,32.0,Fürstenrieder-/ Landsberger Str.,19.0,D111,LZA-Detektor,,POINT (11.5031899 48.1432678)
671,10032020,32.0,Fürstenrieder-/ Landsberger Str.,20.0,D311,LZA-Detektor,,POINT (11.5026079 48.1432398)
